Data on activities of multinational enterprises
Data on activities of multinational enterprises
"By Country and Industry (NAICS) (Millions of Dollars) "
,All Industries Total,All Industries Total,All Industries Total,All Industries Total,All Industries Total,All Industries Total,All Industries Total,All Industries Total,All Industries Total,All Industries Total,Mining,Mining,Mining,Mining,Mining,Mining,Mining,Mining,Mining,Mining,Utilities,Utilities,Utilities,Utilities,Utilities,Utilities,Utilities,Utilities,Utilities,Utilities,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Wholesale Trade,Wholesale Trade,Wholesale Trade,Wholesale Trade,Wholesale Trade,Wholesale Trade,Wholesale Trade,Wholesale Trade,Wholesale Trade,Wholesale Trade,Information,Information,Information,Information,Information,Information,Information,Information,Information,Information,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,"Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services",Other Industries,Other Industries,Other Industries,Other Industries,Other Industries,Other Industries,Other Industries,Other Industries,Other Industries,Other Industries
"    Jamaica",n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.
"    Netherlands Antilles",n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.
"    Trinidad and Tobago",n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.
"    United Kingdom Islands, Caribbean",229,82,154,(D),638,257,(D),(D),(*),(D),0,0,0,0,0,0,0,(*),(*),0,0,0,0,0,0,0,0,0,0,0,(D),82,(D),114,72,0,(D),(D),(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),0,0,0,0,(D),(D),0,0,0,0,0,0,0,0,(D),0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(*),(D),(D),(D),0,(D),0,0,(D),0,0,0,0,0,0,0,0,0,(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),257,0,0,(*),0
"    Other",1182,915,950,1086,1391,3150,4329,5239,5253,(D),(D),546,(D),(D),(D),(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,678,369,410,(D),(D),(D),(D),(D),(D),(D),0,0,0,0,0,(*),(*),(*),(*),(*),185,221,310,250,401,(D),247,233,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),0,0,0,0,0,(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(*),(*),(*),(*),(*),(*),0
Africa,1757,3085,5628,1802,2115,2765,2928,3088,3445,6458,1607,(D),(D),1583,(D),2279,2406,2402,2759,5793,0,0,0,0,0,0,0,0,0,0,(D),59,77,141,171,(D),(D),494,471,429,0,(*),0,0,2,(*),(*),(*),4,5,2,(D),(D),(D),42,70,(D),(D),(D),(D),30,13,28,28,32,34,(D),(D),(D),(D),3,5,3,2,7,9,6,14,17,12,0,0,0,(D),(D),(*),(*),(*),(*),(*),1,(D),7,0,0,0,0,(*),2,2,(D),4,4,3,17,95,(D),(D),(D),(D),50,48,(D),(D),5,(D),(D),191,214,235,0,0,0,0,0,0,0,(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),3,1,1,1
"  Egypt",(*),(*),(*),(*),2,3,(D),(D),(D),2,0,0,0,0,0,(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,(*),0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),0,0,3,(D),(D),(D),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),(*),(*),0,0,0,0,(*),(*)
"  Nigeria",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  South Africa",72,65,68,(D),(D),(D),228,395,(D),(D),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,56,(D),(D),93,201,219,(D),(D),(D),0,0,0,0,0,0,0,0,0,0,2,(D),(D),(D),42,70,(D),(D),(D),(D),30,13,(D),12,14,16,(D),(D),(D),(D),3,5,3,2,7,9,6,14,17,12,0,0,0,0,0,(*),(*),(*),(*),(*),1,(D),7,0,0,0,0,(*),2,2,(D),4,3,3,17,95,(D),(D),(D),(D),15,9,(D),4,(D),(D),6,(D),(D),(D),0,0,0,0,0,0,0,(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,(D),3,1,1,1
"  Other",(D),(D),(D),1618,1809,2340,2628,2304,2367,5600,(D),1337,1666,(D),1654,(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,(D),3,(D),(D),76,(D),(D),(D),(D),(D),0,(*),0,0,0,(*),(*),(*),4,5,1,1,1,1,0,0,0,0,0,0,0,0,(D),16,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),1,(*),(*),0,0,0,0,0,34,39,(D),(D),(D),(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),(D),(D),(D),0,0,(*),1,(*)
Middle East,973,1359,744,792,1000,1619,1837,2187,2323,2282,(D),(D),(D),(D),(D),277,768,923,1116,(D),0,0,0,0,0,0,0,0,0,0,(D),877,560,(D),585,(D),(D),1025,1121,1129,(D),(D),0,0,0,(*),(*),0,0,0,(D),34,(D),(D),21,(D),0,4,(D),2,0,0,0,0,0,0,0,0,(D),(D),1,3,6,6,2,1,2,(D),(D),(D),372,722,450,(D),(D),923,620,307,275,348,2,2,2,2,2,(*),(*),(D),(D),(D),0,0,0,0,0,0,0,0,(D),(D),4,15,(D),(D),(*),277,179,(D),(D),115,(D),5,(D),(D),(D),46,(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
"  Israel",(D),(D),689,429,631,1299,1079,1323,(D),1411,0,0,0,0,0,(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,(D),877,560,(D),585,(D),(D),1025,1120,1129,(D),(D),0,0,0,(*),(*),0,0,0,(D),34,(D),(D),21,(D),0,4,(D),2,0,0,0,0,0,0,0,0,(D),(D),1,3,6,6,2,1,2,(D),(D),(D),372,722,450,(D),(D),923,620,307,275,348,2,2,2,2,2,(*),(*),(D),(D),(D),0,0,0,0,0,0,0,0,(D),(D),2,(D),(D),0,(*),(D),(D),(D),(D),(D),(D),5,(D),(D),(D),46,(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,(D),(*),(*),(*),(D),(D),(D),(D),(D),(D)
"  Saudi Arabia",0,5,(D),(D),(*),(D),(D),(*),2,2,0,0,0,0,0,(*),(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,(D),(D),(*),(D),(D),0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  United Arab Emirates",9,6,30,41,(D),(D),(D),(D),(*),(D),3,0,0,0,0,(*),(*),(*),(*),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),0,(*),(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),0,0,0,(*),0,0,0,0,0,0,0,(*),0,(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,(D),(D),(D),(*),(D),(D),(D),(*),(D),0,0,0,0,0,0,(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,(D),(D),(D),(D),0,0,(*),(*),0
"  Other",(D),(D),(D),(D),(D),228,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia and Pacific,34612,42091,34346,29562,31609,40047,47602,54307,54448,51354,(D),437,213,282,338,571,180,246,414,(D),0,0,0,0,0,0,0,0,0,0,27785,34941,27653,(D),24330,30902,38368,43604,44054,41157,(D),(D),335,168,166,83,121,238,461,767,(D),(D),329,1166,1420,(D),(D),(D),2329,(D),412,607,545,520,444,606,(D),(D),803,1521,548,665,633,466,556,980,1017,(D),(D),(D),23905,30020,22962,17599,18450,23573,28765,31087,31564,27725,835,(D),1063,1056,983,1195,916,(D),(D),(D),(D),628,924,1215,1378,1292,(D),(D),3552,3734,5894,6273,6052,5994,6736,(D),(D),(D),(D),9462,(D),9,(D),(D),(D),(D),3,(D),8,(D),0,0,0,0,0,0,0,0,0,0,(D),368,(D),(D),(D),(D),47,(D),(D),25,(D),63,(D),(D),61,(D),(D),282,205,(D)
"  Australia",1179,1245,1425,1270,1336,1769,2234,2490,2042,2945,8,(D),(D),(D),(D),(D),(D),7,(D),(D),0,0,0,0,0,0,0,0,0,0,730,1012,1280,(D),1013,1265,1811,1910,1507,2443,(D),(D),(D),95,93,46,(D),66,(D),(D),29,107,68,60,103,256,304,283,130,97,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),40,28,63,59,17,(D),(D),(D),(D),61,(D),98,78,58,42,(D),(D),(D),(D),4,(D),(D),(D),(*),(*),5,5,1,23,(D),48,31,(D),(D),(D),(D),(D),445,525,549,362,195,98,43,(D),(D),(D),(D),(D),478,(D),9,(D),(D),(D),(D),(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,8,(D),1,(*),(D),3,(*),4,5,(D),(D),(*),(*),1,(*),0,(D),(D),2,(*)
"  China",2640,2904,3027,2733,2310,3130,4637,5533,6755,7014,0,(D),(D),0,0,(D),0,0,(D),(*),0,0,0,0,0,0,0,0,0,0,(D),2801,2925,2553,2052,2737,4175,5201,6339,6659,(*),(*),1,1,(*),5,7,12,6,7,17,29,25,25,71,77,166,203,233,273,1,2,(D),(D),(D),85,149,311,354,369,39,68,78,106,146,252,354,401,741,788,1820,1935,1960,1458,1071,1446,2419,3058,3720,3730,484,659,711,824,620,611,625,621,641,738,106,(D),(D),(D),(D),108,83,153,177,144,(D),(D),(D),177,258,343,422,288,342,319,0,0,0,0,0,1,1,(D),5,(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),(D),(*),(*),(*),(*),3,(*),(D),(D),(D),(D),(D)
"  Hong Kong",5860,7402,6443,5607,5840,6894,6544,7928,7371,6349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),(D),1033,973,1597,1421,1952,1532,933,0,0,0,0,0,0,0,0,0,0,(D),6,6,(D),(D),14,(D),(D),(D),(D),0,(*),0,0,0,(D),(D),(D),(D),(D),42,(D),1,1,(*),1,1,(D),24,(D),1341,2113,1251,544,399,480,420,598,265,215,203,398,146,125,168,423,(D),72,80,85,32,38,32,12,14,(D),(D),(D),(D),(D),3932,4344,4655,4574,4860,5290,5114,5967,5837,5414,0,(*),(*),0,0,(*),(*),1,1,(*),0,0,0,0,0,0,0,0,0,0,(D),(D),(D),0,(D),5,9,(D),(*),1,(*),(*),(*),0,(D),1,1,(D),1,1
"  India",77,131,152,173,235,465,392,564,772,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,(D),116,168,228,336,357,443,661,651,(*),(*),(*),1,1,1,1,1,1,1,1,1,3,3,4,2,(*),1,(D),(D),1,4,3,(D),(D),(D),(D),(D),(D),(D),31,36,38,37,39,159,(D),241,(D),(D),24,42,43,(D),(D),73,29,(D),80,35,(D),(D),(D),(D),(D),38,0,(*),(D),(D),4,5,4,17,25,37,52,(D),(D),66,1,(D),35,4,7,(D),35,114,109,(D),0,0,0,0,0,0,0,6,1,(D),0,0,0,0,0,0,0,0,0,0,(*),1,1,1,1,(*),(*),1,(*),7,(*),0,0,0,0,(D),0,0,0,(D)
"  Indonesia",330,401,172,93,63,301,185,212,314,302,(D),349,131,(D),(D),(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,(D),53,40,(D),(D),30,(D),(D),(D),(D),0,0,0,(*),(*),(*),1,0,4,5,43,40,26,31,26,8,9,(D),(D),(D),0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,(*),(*),(*),(*),0,0,(*),0,0,0,0,0,0,0,0,3,3,3,4,0,(D),(D),(D),(D),(D),0,0,0,0,0,0,(D),(D),(D),(D),0,0,0,(*),(*),(D),(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),(*),0,0,0,0,0,(*),(*),0,0,0,0,0,0,0,0,0,0
"  Japan",2394,2783,2222,1865,2030,2426,2055,1459,1432,1652,0,0,0,0,0,(*),(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,1154,1866,1433,1196,1176,1213,1126,987,1085,1433,1,1,1,0,0,0,0,0,0,0,66,159,60,81,107,142,167,151,139,134,1,8,1,1,1,(D),(D),3,3,4,104,161,226,44,55,16,20,21,25,(D),942,1492,1106,1018,949,922,637,601,700,665,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),9,13,3,6,15,49,48,25,16,14,788,(D),479,471,732,1101,907,448,302,174,(*),(*),0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),(D),(D),(D),7,(D),(D),(D),(D),(D),(D),(D),(D),(D),36
"  Malaysia",4658,4497,4236,6036,8172,10128,13865,14909,12144,8931,0,0,0,0,(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4654,(D),4218,6031,8155,10067,13864,14907,12090,8887,3,3,3,(D),2,0,0,0,0,3,(D),(D),30,(D),(D),10,12,9,5,6,0,0,0,0,0,(D),(D),(D),(D),0,(*),(*),(*),(*),(*),(D),26,10,5,6,4570,4369,4138,5943,8100,9987,13683,14579,11719,8436,(D),(D),(D),0,1,(D),(D),(D),(D),(D),0,1,1,(*),2,2,0,0,(D),(D),(*),(D),(D),4,(D),(D),(*),1,(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,(*),(D),1,1,0,(*),(*),(*),(*),0,0,0,0,1,(D),1,1,(D),(D)
"  New Zealand",107,125,79,97,144,118,(D),68,122,(D),0,0,0,0,0,(*),(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,63,63,(D),(D),(D),(D),(D),68,122,(D),0,0,0,5,(D),1,5,0,0,(D),3,0,0,0,0,0,0,(D),2,3,1,1,(*),(*),1,0,0,0,0,0,0,0,0,0,0,(D),(D),5,6,6,(D),4,3,3,(D),(D),0,0,0,0,0,0,0,0,0,2,5,(*),2,1,0,0,0,0,0,0,0,0,(D),(D),(D),(D),34,(D),(D),(D),1,(*),(*),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),(*),(*),0,0,(*),(*),(*),(D),(D),(D),0,0,0,0,0,0,0
"  Philippines",580,1214,535,601,648,608,725,953,1037,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,1214,535,(D),(D),(D),(D),(D),(D),814,(D),42,32,36,38,(D),(D),(D),(D),(D),1,1,1,3,(D),(D),(D),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),1,(*),0,0,0,440,1025,309,402,463,424,(D),(D),(D),(D),0,0,(D),0,0,(*),0,0,0,0,(D),(D),(D),(D),(D),(D),(D),(D),(D),(*),(*),0,0,(D),(D),(D),(D),(D),(D),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),(*),0,0,0,0,0,(*),(*),(*),(*),0
"  Singapore",13945,16753,13115,8828,8314,10573,11017,12056,12255,12774,0,0,(*),(*),(*),1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,13354,15899,12544,8322,(D),9618,9494,9817,10223,10488,0,(D),(D),(D),(D),(D),(D),(D),(D),(D),249,112,66,(D),(D),(D),(D),(D),(D),662,17,10,7,7,7,6,6,0,(*),(*),(D),55,(D),(D),(D),(D),242,176,227,198,12403,14934,11713,6527,5479,7442,7164,6815,8006,8505,55,123,45,43,53,(D),53,51,62,(D),337,356,313,570,603,423,485,500,(D),655,540,802,511,455,634,892,1403,2193,1978,2166,1,0,0,0,0,1,(*),1,1,1,0,0,0,0,0,0,0,0,0,0,14,9,7,(D),15,0,0,(D),(D),1,35,43,53,(D),(D),61,119,(D),(D),116
"  South Korea",282,830,302,297,298,366,1554,2666,2854,2942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,796,265,258,254,331,(D),2166,2342,2378,0,0,0,0,0,0,0,0,0,0,9,(D),(D),(D),(D),(D),(D),7,17,(D),7,8,5,4,4,9,2,2,5,6,(D),11,(D),(D),(D),(D),47,70,76,65,172,721,186,(D),83,66,146,241,244,164,0,0,2,2,3,(D),(D),(D),(D),(D),1,(D),(D),(D),95,112,905,(D),(D),(D),15,28,29,36,40,27,(D),480,497,549,(*),(*),(*),(*),(*),0,0,0,0,(*),0,0,0,0,0,0,0,0,0,0,3,5,9,3,3,(*),(*),0,4,3,0,0,0,(*),0,7,9,20,11,11
"  Taiwan",1218,2561,1647,1423,1101,1525,1642,1748,2069,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119,2449,1537,(D),997,1312,1474,1558,1862,(D),0,(*),1,1,1,0,0,0,0,0,3,(D),(D),1,7,2,2,2,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),16,16,4,(D),(D),64,79,78,926,2226,1369,1091,827,1104,1252,1266,1502,1453,(D),35,27,26,30,5,6,7,8,8,(*),(*),1,(*),1,8,9,(D),(D),(D),97,111,109,106,103,(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,(D),0,(*),(*),(*),(*),(D),(*),(*),(*),(*),(*),(D),(D),(D),(D),(D)
"  Thailand",1341,1244,992,541,1113,1738,2637,3718,5279,4674,4,(D),(D),0,0,(*),(*),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,1332,1220,967,499,1101,1722,2607,3604,5220,4556,26,4,4,4,(*),(*),(*),(D),(D),(D),14,16,17,18,23,(D),(D),(D),(D),138,7,17,30,29,30,33,40,50,(D),(D),(D),(D),(D),(D),39,39,53,(D),(D),16,1206,1061,806,367,927,1581,2442,3161,4654,3897,0,0,0,0,(D),0,0,0,0,0,(D),0,0,1,2,8,9,26,40,41,5,(D),(D),42,12,16,(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),(*),(*),(*),(D),(*),(*),(*),0,0,0,0,0,0,(*),(*),(*),1
"  Other",0,0,0,0,5,7,(D),3,3,(D),0,0,0,0,0,(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,3,3,(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,(*),(*),0,0,0,0,0,0,0,0,(*),(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),(D),0,0,0
