Data on activities of multinational enterprises
Data on activities of multinational enterprises
"By Country and Industry (NAICS) (Millions of Dollars) "
"    Dominican Republic",66,153,176,92,85,44,218,285,202,232,334,290,0,0,0,0,0,0,0,0,0,0,0,0,(D),60,36,20,44,26,21,39,32,41,54,51,3,5,5,3,3,6,8,9,5,4,(D),(D),2,(D),(D),4,2,1,1,(D),(*),(*),(*),(*),(*),0,0,(*),(D),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),0,0,(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),0,0,0,0,0,0,0,(*),(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,(D),(D),3,5,7,1,1,1,(D),1,(D),8,1,(*),2,(D),(D),(D),(D),(D),(D),(D),(D),(D),6,4,3,4,2,2,2,(*),(*),(*),(D),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),8,8,7,8,9,8,8,(*),(*),(D),(D),(D),(D),(D),3,(D),(D),(D),(D),(D),(D)
"    United Kingdom Islands, Caribbean",1598,620,652,1960,1319,3085,1794,1307,905,699,736,786,(D),(D),(D),1394,660,1932,749,632,273,147,(D),(D),(*),(*),(D),6,3,263,(D),102,84,42,38,77,0,0,1,(*),0,(*),0,0,0,0,(*),(*),0,0,(D),5,(D),(D),(D),73,(D),(D),7,(D),0,0,0,0,0,(*),(*),(*),(*),(*),(*),(*),0,0,0,0,0,(*),(*),(D),(D),(D),(D),(D),(*),(*),(*),(*),(*),(D),(D),10,9,9,9,6,0,0,0,0,0,(*),(*),(*),(*),(*),0,0,0,0,0,0,0,(*),(*),(*),(*),(*),(*),(*),(D),12,(D),(D),(D),(D),(D),(D),4,(D),(D),(D),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),2,(*),2,1,(*),(*),(*),(*),(*),(*),1,1,(*),(*),6,34,(D),(D),(D),13,29,32,34,32,40,42,(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(D),(D),415,538,646,(D),638,(D),511,(D),541,508
"    Other",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),1379,870,(D),(D),(D),(D),1011,(D),(D),(D),(D),(D),(D),(D),(D),(D),81,(D),(D),(D),(D),30,(D),(D),10,(D),5,(D),6,(D),(D),1,1,(D),(*),(*),(*),(*),5,1,1,(*),(D),(D),(D),(D),(D),(D),8,(D),(D),(D),(D),(D),(D),(D),(D),4,2,(D),2,6,9,(D),(D),(D),(*),(*),(*),(*),(*),(*),(*),(*),0,0,0,0,0,(*),(*),(D),(*),(*),(*),(*),0,0,0,0,0,(*),(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),21,(D),51,(D),27,25,5,(D),(D),(D),(*),7,(D),(D),(D),5,1,7,(D),6,8,(D),6,(D),(D),(D),(D),(D),9,(D),8,7,(D),1,10,18,12,(D),(D),(D),(D),4,6,5,4,6,12,9,(*),(*),(*),(*),(*),(D),(D),(D),(D),6,1,1,54,41,245,(D),122,664,487,369,319,333,(D),366
Africa,14213,14507,12389,14526,15740,15702,12064,7789,6094,5211,5551,4226,12758,13042,11184,12096,13192,13919,10781,6682,4816,4065,3999,2659,809,883,658,1865,1708,1186,688,631,669,553,992,1136,125,(D),(D),(D),(D),169,131,122,(D),154,282,149,158,93,91,138,164,204,71,178,200,76,120,136,5,(D),3,4,6,2,4,4,6,9,(D),(D),71,58,59,68,66,17,21,17,15,15,16,12,(D),5,7,7,5,4,5,5,7,5,6,6,8,9,13,5,3,9,5,2,(D),2,(D),2,(D),(D),66,73,84,114,86,83,83,108,82,218,100,85,82,110,138,123,128,110,141,111,94,94,(D),(D),(D),(D),(D),(D),92,(D),(D),(D),(D),(D),2,3,4,2,2,13,29,32,44,(D),61,98,83,23,22,16,14,25,46,40,39,40,37,20,16,17,17,17,18,16,9,37,36,47,35,35,(D),(D),(D),(D),(D),(D),291,(D),(D),128,(D),(D)
"  Egypt",1468,1666,1737,1950,2301,2083,1761,1426,1329,1415,1478,1195,1264,(D),1509,1721,2011,(D),(D),(D),(D),(D),(D),(D),175,(D),192,179,239,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),62,70,88,106,160,77,(D),25,27,33,38,36,18,(D),(D),29,40,42,(*),(*),(*),(*),(*),(*),(*),2,2,4,3,2,(D),(D),(D),(D),(D),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),1,1,(D),1,1,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),(*),(*),(*),0,0,23,23,27,39,43,24,29,24,37,32,(D),(D),2,2,2,1,(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),1,(D),1,1,1,(D),(D),1,3,2,4,2,1,1,3,1,(*),3,1,2,2,2,2,2,2,1,4,(D),(D),9,5,2,2,3,3,3,2,2,2,2,2,2,3
"  Nigeria",(D),3532,3310,(D),4439,(D),(D),1487,1265,974,835,584,(D),(D),3234,(D),3311,(D),(D),(D),(D),(D),(D),(D),26,24,50,(D),(D),(D),200,(D),(D),(D),73,49,(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),0,(*),6,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),4,(*),(*),(*),(*),(*),0,0,(*),(*),(*),(*),(*),(D),(D),(D),(D),(D),(D),(D),8,8,7,8,5,(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),1,1,0,0,0,0,0,0,0,0,0,0,(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),(D),(D),3,2,9,2,(*),0,0,0,0,0,0,0,0,0,0,0,(*),(*),(*),(*),(*),(*),(D),(D),(D),(D),(D),(D),(*),2,(D),(*),1,(*),(*),1,1,1,2,1,(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),6,5,8,(D),(D),(D),1,1,2,4,3,3
"  South Africa",577,699,451,621,672,463,532,507,621,570,777,988,14,14,18,(D),(D),1,1,1,1,1,(D),5,367,498,267,292,245,214,226,230,257,190,417,726,26,57,69,83,67,43,50,36,31,30,(D),(D),28,33,24,61,36,29,25,24,24,22,47,81,2,2,2,2,2,2,1,1,2,1,(*),(*),11,8,9,14,10,6,5,5,5,4,5,4,(D),4,4,4,4,2,4,4,6,4,4,4,7,8,(D),4,2,9,5,2,(D),2,3,(*),157,(D),37,44,(D),75,75,75,(D),72,35,116,52,37,28,25,23,32,58,59,72,54,28,46,(D),(D),(D),(D),(D),(D),(D),(D),(D),132,214,77,2,3,4,2,2,10,3,(D),(D),(D),21,58,(D),10,14,7,5,20,41,29,28,29,17,11,12,13,12,12,13,12,7,26,18,29,19,26,34,(D),(D),50,(D),(D),(D),51,(D),(D),(D),39
"  Other",(D),8610,6892,(D),8329,(D),(D),4369,2880,2251,2462,1459,(D),8081,6424,(D),(D),8520,6425,4152,2616,2010,2137,1164,241,(D),149,(D),(D),(D),(D),91,104,110,(D),(D),(D),10,7,16,7,(D),20,15,(D),19,(D),(D),(D),(D),(D),(D),(D),(D),(D),17,27,(D),(D),9,3,(D),(*),1,4,(*),2,1,1,4,(D),(D),(D),(D),(D),(D),(D),(D),(D),4,2,3,3,3,2,1,2,2,1,1,1,1,1,1,1,1,(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(D),2,(D),12,29,30,(D),39,11,8,(D),36,47,102,(D),(D),(D),(D),(D),(D),(D),(D),29,22,(D),(D),5,2,3,1,1,(*),(D),3,3,(D),(D),(D),(*),(*),(*),(*),(*),2,(D),(*),(*),(*),(*),(*),(D),8,(D),4,6,4,3,8,9,10,15,8,2,3,3,3,3,2,1,6,(D),(D),7,4,(D),318,298,(D),(D),(D),(D),(D),(D),(D),66,(D)
Middle East,2807,3171,6059,7950,7197,5907,4900,3372,3247,3705,5132,4290,1562,2063,3633,5305,5432,4945,4026,2523,2371,2505,2814,1836,949,882,2204,2344,1458,619,475,440,407,610,1284,1450,45,(D),(D),(D),(D),63,65,97,(D),39,46,24,106,59,40,43,54,100,85,66,60,59,70,78,4,1,3,3,3,8,15,9,19,8,(D),(D),69,84,100,121,111,99,131,75,50,86,82,57,(D),143,(D),(D),(D),93,74,78,59,131,701,(D),(*),(*),(*),2,(*),1,1,5,(D),7,(D),8,(D),1,1,1,1,1,1,1,1,1,1,1,53,56,71,80,77,106,82,71,114,60,58,64,(D),(D),(D),(D),(D),2,3,(D),(D),(D),(D),(D),8,41,25,75,29,56,113,103,89,(D),301,356,21,26,25,27,20,16,14,10,17,19,54,26,130,55,50,69,123,114,155,195,213,171,341,251,(D),(D),(D),(D),(D),49,32,(D),(D),34,(D),(D)
"  Israel",591,660,2744,3230,1703,663,687,624,622,666,1949,1915,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),297,(D),1977,2176,1260,345,247,217,214,296,936,1041,(D),2,2,2,2,9,9,8,3,9,9,10,31,(D),23,17,(D),36,38,23,26,22,31,21,0,(*),2,2,2,1,(D),2,3,1,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),38,(D),(D),50,(D),139,(D),(D),(D),(D),70,73,58,129,(D),(D),(*),(*),(*),2,(*),1,1,5,(D),7,(D),8,(D),1,1,1,1,1,1,1,1,1,1,1,37,42,34,40,30,32,30,11,13,13,31,12,(D),(D),(D),(D),(D),1,(D),2,4,(D),(D),(D),6,36,(D),(D),(D),53,98,90,77,61,(D),(D),(D),(D),(D),(D),(D),4,6,(D),10,9,17,10,(D),23,23,45,80,73,127,121,178,145,307,202,(D),(D),(D),8,17,(D),(D),(D),(D),17,14,14
"  Saudi Arabia",236,199,350,417,609,705,459,209,213,149,228,239,87,87,251,313,499,(D),308,98,82,77,127,145,(D),100,(D),90,101,143,110,75,62,55,74,(D),0,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),9,14,(D),4,(D),(D),(D),(D),31,(D),(D),(*),(*),(*),(*),(*),(*),(*),4,7,4,3,1,(D),(D),(D),(D),(D),(D),(D),(D),3,(D),1,1,(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(D),7,(*),(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),1,1,(D),1,1,(D),(D),(D),(D),2,3,5,0,0,0,0,0,0,(D),(D),(D),(*),1,(*),(*),3,(D),5,(*),1,(D),(D),(D),1,4,1,(D),1,(D),4,2,1,2,1,1,2,6,2,(*),2,2,4,5,12,4,(D),6,7,8,14,(D),7,1,2,2,(D),(D),6,(D),5,7,(D)
"  United Arab Emirates",207,263,(D),(D),1674,1630,1599,940,898,1184,1395,1003,146,215,687,1653,1559,1519,1511,801,752,(D),947,465,(D),(D),24,29,22,28,25,24,51,209,223,207,1,1,1,4,(*),(*),(*),1,(*),(*),(*),(D),(D),(D),3,(D),(D),(D),(D),(D),(D),(D),(D),(D),(*),(*),(*),(*),1,1,1,1,4,(D),1,(D),5,1,1,1,3,2,2,3,9,(D),(D),6,1,3,8,(D),1,(D),4,5,1,(D),(D),(D),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,15,12,35,37,45,56,33,38,(D),41,23,46,(*),(*),(*),(D),1,2,1,1,2,7,8,8,2,1,2,(D),(D),1,5,(D),(D),(D),(D),(D),(D),2,(D),(D),(D),9,4,1,3,3,28,10,(D),(D),(D),(D),(D),10,13,55,26,15,23,30,2,2,4,(D),(D),6,8,(D),14,10,(D),(D)
"  Other",1774,2048,(D),(D),3210,2908,2154,1599,1514,1706,1561,1133,(D),(D),(D),(D),(D),2778,(D),(D),(D),(D),(D),(D),(D),(D),(D),50,75,104,93,124,80,50,51,(D),(D),(D),(D),3,3,(D),(D),(D),(D),(D),(D),3,(*),(*),(*),(*),(*),(*),(*),(*),(*),(D),(*),(*),4,1,1,1,1,6,(D),1,4,(D),1,1,8,9,(D),(D),(D),(*),(*),(D),(*),(*),(*),(*),(*),(*),(*),(*),(*),0,0,0,(*),(D),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,(D),3,1,(D),(D),(D),5,5,1,1,0,0,0,0,0,0,0,0,0,(D),(D),(D),(*),(*),(*),(*),(*),(*),(D),(*),(*),1,2,2,1,(D),(D),(D),1,1,1,(D),3,4,4,3,(D),(D),(D),(D),(D),19,11,(D),3,3,3,4,(D),1,1,1,1,(D),(D),1,(D),2,15,15
Asia and Pacific,40861,45048,53074,57310,53488,56767,54784,50245,50763,55188,54852,54192,14250,14493,19021,24914,23926,20671,16450,9738,7381,7765,6758,5146,15039,17769,18615,18238,16517,19833,19598,21807,23784,27663,28162,27417,954,1124,1085,1307,1257,1344,1617,1422,1470,1478,1025,1065,4850,4395,3955,3551,2986,3308,3243,3402,4629,3294,3041,4116,443,472,532,655,620,456,410,401,572,617,526,437,629,799,1054,1300,1116,1136,1041,739,717,834,812,855,3631,5208,6048,4947,4563,6943,8080,10256,10560,15931,15570,14546,341,322,422,371,311,529,286,286,382,414,529,560,922,1279,1602,2043,2279,2200,1856,1948,2128,1652,1958,1572,1434,1608,2315,2594,1989,2593,2353,3038,2700,3153,2348,2503,610,903,1865,1431,1374,1569,2093,1737,1110,1340,1519,2212,1247,1150,1223,1078,1242,2167,2353,1758,2059,2815,3738,4470,1861,2204,2207,1599,1495,1830,1512,1744,1551,1628,2282,2359,1301,1816,2032,2148,2141,2388,2338,2548,2707,2772,3627,2931,5119,5106,5795,5308,4804,5716,8087,7874,9471,8051,6419,7155
"  Australia",10675,10945,14403,18558,16289,14937,12578,8438,7453,8006,7322,6910,7615,7471,10813,14555,12599,11530,9599,5504,4195,4005,3212,2292,1466,1344,1194,1248,1296,934,711,803,895,850,877,1026,369,408,341,316,275,217,169,238,273,212,149,209,187,107,122,132,215,105,101,67,78,96,103,419,(D),(D),(D),(D),244,(D),(D),70,(D),154,(D),(D),59,37,38,84,117,106,63,73,38,35,40,35,20,19,58,84,72,49,50,97,70,73,71,70,16,24,21,14,20,20,9,17,15,14,14,17,127,290,142,156,156,75,54,70,69,64,52,44,154,210,445,544,353,297,257,400,542,1142,242,256,118,106,154,83,97,162,149,136,149,158,155,197,265,373,242,244,233,297,310,323,236,348,1075,1674,455,385,403,388,387,451,265,166,269,225,311,294,147,345,341,315,284,259,338,365,326,429,621,499,455,712,811,1180,1040,1005,949,741,841,849,830,672
"  China",6283,7642,8369,8414,8332,9959,10012,10751,11594,12058,9967,10635,1050,819,802,816,898,887,(D),(D),303,303,367,392,4034,5096,5098,5232,5200,6004,6264,7490,8358,9226,6986,6481,294,490,403,498,502,464,457,349,308,332,284,328,1312,1226,1530,1358,1176,1451,1441,1478,1518,1500,1478,1842,173,148,165,220,257,173,196,190,217,254,234,170,197,273,345,446,429,518,503,313,328,362,381,434,1266,1454,1156,1299,1335,1523,1865,3120,3569,4496,2526,1707,86,97,179,158,152,340,181,189,263,297,404,412,145,293,475,459,526,719,791,880,1051,801,605,614,141,224,340,563,350,368,307,340,386,344,445,492,211,391,780,388,399,918,1164,1027,344,461,621,573,124,142,169,89,135,185,233,39,72,177,266,426,26,28,36,32,53,42,49,73,65,62,119,165,154,216,227,266,288,385,347,265,341,325,400,281,543,725,918,1027,1009,1169,(D),(D),1724,1160,763,1824
"  Hong Kong",1136,1033,1083,1133,841,914,798,1014,1112,1429,1516,1092,0,0,0,0,0,0,0,0,0,0,(*),(*),260,276,210,170,181,235,257,275,263,260,249,229,(D),(D),4,4,4,7,1,1,1,1,1,1,21,29,21,24,59,60,47,29,36,40,17,16,2,2,2,6,(D),7,4,1,2,2,1,(*),1,1,1,1,1,(D),23,(D),(D),(D),5,20,53,119,76,68,29,55,88,85,59,52,60,53,(D),10,22,25,23,(D),(D),(D),(D),(D),(D),(D),(*),(*),2,(*),(*),(*),1,1,1,1,1,1,70,65,134,128,75,101,129,197,90,213,205,159,19,(D),(D),22,(D),26,18,18,16,18,19,15,26,79,74,92,102,209,95,154,133,167,190,(D),158,79,187,184,114,122,100,129,80,154,178,219,35,51,39,(D),59,94,83,114,150,215,173,140,569,(D),(D),(D),(D),127,117,127,380,402,502,(D)
"  India",1746,2270,2593,3120,3325,3636,3262,3092,4567,4840,3915,3573,12,13,12,(D),22,39,28,17,14,12,(D),23,1147,1247,1190,1688,1958,2118,1502,1195,1209,1060,1417,969,54,34,61,135,159,177,211,146,132,124,130,143,239,390,217,372,459,626,441,354,401,278,299,266,3,2,9,6,8,38,36,17,28,26,75,59,65,148,220,233,179,179,175,101,88,118,141,192,118,77,106,92,91,101,46,45,68,86,103,85,10,22,31,23,67,37,18,22,27,22,27,16,241,182,241,426,642,724,361,270,247,259,222,107,74,94,132,176,183,236,238,168,315,351,172,160,16,11,13,10,14,28,44,(D),68,(D),280,258,97,171,172,178,158,184,407,172,306,165,347,380,27,100,63,104,76,100,110,180,239,170,283,185,317,558,798,787,753,745,700,851,1035,867,1037,1056,57,75,213,(D),163,187,233,(D),1381,(D),(D),543
"  Indonesia",2424,2227,2696,3764,4020,3645,3264,3014,2017,2100,2351,2140,1847,1845,2267,2998,3280,3021,2731,2538,1709,1761,1952,1698,373,195,213,455,424,300,256,286,197,221,228,212,(D),11,32,51,40,63,96,91,50,55,64,59,23,27,46,40,77,47,29,24,(D),25,42,67,(*),(*),(*),(D),(*),(*),(*),(*),(*),(*),(*),(*),(D),(D),(D),40,(D),7,5,7,(D),(D),11,10,2,2,2,(D),(*),(*),(*),1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,(*),(*),1,1,(D),2,1,1,1,(*),3,3,(D),13,16,14,15,12,3,4,5,12,28,(D),1,1,2,2,3,2,1,1,1,1,2,2,(*),(*),(*),(*),(*),1,2,2,2,2,8,8,(D),(D),(D),(D),(D),(D),(D),(D),(D),61,87,65,2,(*),(*),(*),(*),1,2,8,8,6,4,(D),101,(D),(D),(D),(D),(D),(D),(D),(D),36,42,36
"  Japan",4356,4348,4688,3092,2925,3791,4940,5848,4751,5759,8242,8171,(*),(*),(*),(*),(*),0,0,0,0,0,0,0,1526,1884,1253,1087,944,1740,2234,2340,1705,2511,4193,4216,2,7,26,19,6,5,7,6,5,4,122,(D),280,429,308,241,199,257,322,405,225,341,302,745,3,6,6,5,3,4,13,12,11,8,10,11,167,180,125,141,95,102,80,36,84,117,60,53,178,231,210,193,203,1186,1549,1572,1137,1812,3243,2888,64,(D),(D),(D),(D),(D),8,5,6,5,11,(D),55,84,66,55,67,41,54,72,72,60,59,48,525,495,465,387,341,284,217,640,557,369,489,433,132,269,773,729,647,183,466,359,227,329,282,612,565,117,231,99,78,357,362,419,419,927,1036,(D),488,1055,1034,349,287,447,452,759,529,446,518,624,464,376,355,355,376,507,481,517,409,485,691,405,656,151,576,86,252,272,729,814,905,693,1034,(D)
"  Malaysia",2027,2509,3144,4115,3937,2910,1919,1450,1567,1852,1565,1946,(D),952,1658,2748,2808,1723,959,529,261,410,(D),151,976,1394,1353,1214,1006,1010,864,831,1187,1340,1325,1680,8,(D),(D),(D),(D),(D),156,36,24,40,37,24,52,80,83,97,87,67,76,53,58,60,45,32,1,1,(*),(D),(D),21,11,(D),13,(D),2,2,21,18,50,60,32,17,24,12,22,14,18,12,781,1094,960,753,619,660,489,592,960,1114,1099,1495,(D),(D),(D),(D),6,6,7,7,(D),(*),(*),(*),(D),9,8,16,18,7,16,25,19,18,20,9,34,63,21,8,7,28,11,13,12,12,16,20,9,6,9,(D),(D),(D),(D),7,7,(D),(D),(D),6,7,(D),(D),9,19,(D),(D),12,11,(D),9,(D),7,3,32,15,(D),(D),9,14,12,30,25,3,4,6,(D),(D),15,18,17,43,18,12,7,(D),76,(D),(D),68,69,36,(D),31,(D),34,(D)
"  New Zealand",294,252,443,493,465,449,476,476,505,505,556,563,2,3,3,3,8,4,4,4,3,3,5,5,89,79,82,108,129,50,86,106,103,113,155,137,23,33,34,49,28,6,17,(D),(D),(D),(D),(D),25,24,(D),(D),39,12,15,(D),(D),16,15,21,(*),(*),(*),(*),(*),1,1,1,(*),(*),(*),(*),1,1,1,(D),(D),8,4,(D),3,4,4,2,1,5,(D),(D),(D),1,1,1,1,2,1,1,2,2,2,2,(D),2,2,2,2,2,2,(*),2,2,(*),(*),(*),(*),(*),(*),(*),(*),2,(*),24,31,(D),(D),49,38,25,25,27,45,50,49,1,1,2,9,9,(*),1,1,1,1,1,1,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),1,(D),14,11,(D),(D),(D),(D),103,72,81,67,72,82,5,6,7,8,8,14,24,13,13,13,15,10,(D),(D),94,120,121,172,(D),(D),(D),(D),256,(D)
"  Philippines",630,1413,1097,710,822,898,1052,903,1016,900,717,656,(D),(D),(D),(D),(D),(D),(D),2,5,5,1,1,373,982,762,366,371,562,718,557,671,651,417,401,20,(D),28,36,8,11,7,8,12,17,12,10,22,43,72,57,(D),43,35,31,29,32,22,45,(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),1,1,(D),(*),(*),(*),(*),(*),(*),267,673,501,163,258,418,576,375,494,455,310,287,(D),(D),(D),(D),5,6,(D),(D),3,(D),(D),(D),6,(*),4,6,(D),(D),9,9,9,9,6,(D),12,84,36,(D),18,15,13,13,18,17,25,24,(D),(D),(D),(D),(D),7,9,9,13,13,(D),(D),(D),(D),(D),(D),(D),76,64,40,73,101,45,(D),(D),3,2,4,3,2,1,1,2,3,17,16,44,99,117,124,134,49,41,76,29,44,56,59,55,103,100,55,41,(D),(D),206,205,68,(D),100
"  Singapore",5153,4677,5023,3298,3150,4766,5299,5397,6201,6663,6778,7234,(D),(D),88,194,(D),93,53,19,23,57,87,76,(D),2278,3560,2090,1645,2369,3141,3462,4082,4684,4783,4877,(D),(D),7,8,3,(D),(D),(D),(D),(D),6,8,(D),(D),1036,755,309,207,355,287,(D),274,256,144,14,39,(D),12,11,11,11,12,20,23,2,11,28,34,90,149,99,104,97,75,65,63,83,39,130,376,2076,773,870,1665,2069,2349,1372,(D),3155,3211,28,10,12,17,9,7,12,7,12,25,24,24,42,20,36,40,60,(D),39,49,65,58,76,49,246,177,237,348,376,860,954,908,503,290,229,208,5,5,5,6,6,17,20,24,27,19,19,(D),59,113,145,164,357,718,542,441,598,640,427,616,80,182,176,136,205,171,74,91,113,344,356,450,101,135,111,125,145,191,169,180,234,227,331,264,(D),(D),701,235,(D),348,345,272,622,402,546,(D)
"  South Korea",1599,1811,2679,2469,1707,2907,2097,1785,1867,1956,2198,1939,(D),(D),(D),(*),1,(*),(*),(*),(*),(*),2,2,(D),1102,1516,1817,1336,2331,1465,1284,1331,1344,1496,1250,10,8,24,25,47,(D),(D),10,33,14,25,(D),95,209,140,134,77,92,124,241,157,303,180,176,(D),10,(D),(D),(D),8,9,7,22,(D),18,14,24,33,111,83,33,22,32,58,27,42,38,34,181,484,415,469,410,338,247,163,210,288,404,288,(D),(*),(*),(*),(*),3,6,6,7,6,3,2,113,181,535,714,539,493,452,(D),(D),262,(D),355,56,52,63,49,46,91,85,111,86,102,89,152,44,(D),33,54,42,(D),(D),(D),(D),(D),79,69,9,26,20,(D),14,33,38,70,105,(D),(D),169,49,65,68,54,59,72,112,98,55,48,213,183,11,8,11,44,39,43,59,74,61,74,107,78,70,67,(D),(D),169,(D),(D),(D),(D),31,(D),36
"  Taiwan",1100,1275,1001,1323,992,1302,1208,2152,2672,3921,5101,5077,(*),(*),(*),(*),(*),0,0,0,0,0,(*),(*),538,926,805,1038,760,1041,1027,1961,2445,3664,4603,4652,2,5,8,4,5,4,4,4,4,5,4,4,(D),(D),92,91,112,151,74,67,111,153,127,184,2,4,(D),1,2,8,11,10,11,11,17,8,(D),(D),(D),(D),(D),18,24,18,18,35,17,14,(D),(D),174,551,390,655,834,(D),(D),(D),(D),(D),4,6,5,5,4,(D),1,(*),(*),(*),(*),(*),(D),(D),(D),(D),(D),27,(D),(D),(D),(D),(D),(D),41,51,39,32,29,20,29,58,50,147,180,88,(D),(D),(D),(D),(D),20,20,34,(D),21,17,(D),16,56,22,58,18,5,11,15,30,30,(D),88,(D),192,18,11,19,18,22,14,13,10,48,23,8,9,12,31,29,36,33,33,32,33,128,103,(D),(D),(D),(D),(D),162,66,37,(D),16,(D),(D)
"  Thailand",1941,2365,2601,3054,3334,2923,2667,1629,1489,1958,1764,1300,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),1005,1426,1028,843,802,853,673,769,859,657,28,17,52,108,127,88,108,105,137,144,90,94,(D),129,146,143,81,125,141,283,98,94,94,107,3,3,4,6,8,8,(D),(D),(D),(D),7,5,19,22,16,25,55,32,9,21,9,9,14,9,284,274,266,454,264,207,203,164,181,219,112,142,2,2,3,3,4,(D),1,1,2,2,4,(D),12,43,77,154,189,63,50,109,63,80,240,94,36,39,(D),(D),(D),(D),(D),131,91,75,86,250,2,5,5,(D),7,(*),(D),7,5,(D),7,7,(*),(*),(*),(*),(*),1,(D),1,2,1,13,5,8,(D),1,(D),4,(D),(D),16,24,18,25,19,9,9,6,(D),(D),(D),(D),(D),(D),(D),(D),(D),27,28,40,(D),(D),52,(D),(D),(D),(D),(D),(D)
"  Vietnam",n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,555,650,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,(D),(D),n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,442,541,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,33,24,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,32,36,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,(D),(D),n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,(*),(*),n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,(D),(D),n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,(*),(*),n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,3,(D),n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,(D),39,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,(*),2,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,(D),(D),n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,(D),2,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,1,1,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,11,13
