"anio","sector","IBF","VAB","VAB.por.ocupado","VBP","act.corriente.sobre.act.total","activo","amortizaciones.en.VAB","coef.VAB","contribuciones.sobre.costo.salarial","costo.salarial.en.VAB","deuda.sobre.activo","deuda.sobre.k.propio","empleo.asalariado","empresas","empresas.exp","empresas.imp","expo","impo","impuestos.net.subsidios.en.VAB","liq.corriente","patrimonio.neto","rentabilidad.sobre.act","rentabilidad.sobre.k.propio","result.oper.en.VAB","salario.medio","salarios","saldo.comercial.bienes","tasa.inversion","utilidad","VAN","amortizaciones","c.intermedio","contribuciones","impuesto.prod","indemnizaciones","interes.rentas.cob","interes.rentas.pag","subsidios","salarios.en.VAB","apalancamiento","autofinanciamiento","deuda.pasivo","impuestos.prod","result.oper","utilidad.en.VAB","utilidad.por.ocupado","utilidad.por.ocupado.sobre.salario.medio","VAB.precios.basicos","productividad_corrientes","masa_salarial","consumo_intermedio","ganancia_antes_de_impuestos","ganancia_despues_impuestos","activo_corriente","activo_no_corriente","stock_de_capital","indice_consumo_capital_fijo","rotacion_capital_aproximada","capital_variable_adelantado","capital_constante_circulante_adelantado","tasa_de_ganancia"
2012,"otras.construccion",767000000,12529000000,354517,27560000000,68.2,24640000000,3.8,45.5,18.6,66.6,59,143.8,35341,23,NA,NA,4000000,267000000,9.1,142.3,10105000000,2.4,5.9,19.6,14786,6793000000,NA,6.1,597000000,NA,47610200000,NA,NA,NA,NA,NA,NA,NA,54.2,243.8,-2,81.3,1142000000,2461000000,4.8,16892,8.8,1265429000,35806.2590192694,842775714,26294571000,-47187546714,-47187546714,1680448000000,-1655808000000,2856612000,-0.0287534545068027,0.0444807258028811,18946986560.7591,591145277541.69,0.00401501674274816
2012,"otras.electricidad.gas.agua",13346000000,20122000000,458945,56811000000,17.2,146853000000,16.4,35.4,20.1,62.4,67.8,210.1,43845,39,NA,NA,61000000,3377000000,1.1,87.2,47354000000,-0.6,-1.8,19.3,17595,10029000000,NA,66.3,-859000000,NA,330000800000,NA,NA,NA,NA,NA,NA,NA,49.8,310.1,-11.8,29.1,2794000000,3893000000,-4.3,-19601,-8.6,422562000,9637.63256927814,263678688,56388438000,-329841916688,-329841916688,2525871600000,-2379018600000,19800048000,-0.138712997031633,0.153077027624049,1722522916.02882,368366428818.358,0.00998489314305383
2012,"otras.nocat",1313000000,19152000000,213097,36887000000,70.8,32806000000,2.5,51.9,18.3,70.6,60.9,155.4,89876,19,NA,NA,1000000,275000000,11.8,133.6,12843000000,6.1,15.6,14.3,9457,11049000000,NA,6.9,2002000000,NA,47880000000,NA,NA,NA,NA,NA,NA,NA,57.7,255.4,110,87.1,2263000000,2731000000,10.5,22270,18.1,2451456000,27275.980239441,1730727936,34435544000,-47159271936,-47159271936,2322664800000,-2289858800000,2872800000,-0.0209095862155343,0.0361852781925313,47829615314.5847,951645136366.744,0.00272460385164711
2012,"otras.resto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"otras.subtotal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"otras.transporte.almacenamiento",2663000000,14219000000,233283,34777000000,39.6,31804000000,7.1,40.9,18.2,86.1,73.7,280.8,60952,30,NA,NA,22000000,2073000000,-17.6,85.9,8352000000,6.4,24.3,23.8,12643,10018000000,NA,18.7,2028000000,NA,100954900000,NA,NA,NA,NA,NA,NA,NA,70.5,380.8,55.5,62.5,1777000000,3382000000,14.3,33272,20.2,-2360354000,-38724.799842499,-2032264794,37137354000,-101282989206,-101282989206,1259438400000,-1227634400000,6057294000,-0.0822353137057743,0.108032269943492,-18811645770.8702,343761674353.646,0.0102172966253768
2012,"total",85375290386,469457415853,590369.046172053,1181448046088,45.2495958543268,1003900637542,7.96444975621373,39.8410865141692,18.4339105322906,34.6244668969465,57.1012645733542,133.107104452983,794878,500,NA,NA,272648919975.99,154869031606,27.3326737290469,115.495960489539,432605042361,8.92715457805767,20.8098315469521,29.2931451364171,12825.4603758218,132450791043,NA,18.5568366929071,87871212964,430750943297,3738970001243.15,711990630235,29933354375,NA,3707272345,NA,NA,17169133576,28.2418236468808,233.107104452983,66.1306825999481,68.612332483885,144978000000,136851095143,19.1830695205788,113250.904555163,67.9243301014574,133009837930.445,167333.651114316,46053947303.9092,1048438208157.55,-3652014110616.62,-3652014110616.62,45426098126676.5,-44422197489134.5,224338200074.589,-0.0841689563457028,0.106402758679072,432826628516.422,9853487082227,0.0130202290309079
2013,"k.ext.part.50.percent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"k.ext.part.50a98.9.percent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"k.ext.part.99a100.percent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"k.ext.subtotal",90229000000,455361000000,NA,1141573000000,NA,923011000000,NA,NA,NA,NA,NA,NA,520484,319,NA,NA,256813000000,183363000000,NA,NA,421399000000,NA,NA,NA,NA,113814000000,NA,NA,93188000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149409000000,146807000000,NA,93188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"k.nac",25686000000,129678000000,NA,326471000000,NA,372314000000,NA,NA,NA,NA,NA,NA,296786,181,NA,NA,61513000000,23369000000,NA,NA,134524000000,NA,NA,NA,NA,58078000000,NA,NA,17260000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29143000000,33123000000,NA,17260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"k.no.privat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"k.privat.conce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"manufactura.alimentos",8183000000,117475000000,866986,337129000000,62.3,174413000000,3.1,34.8,18.8,26.8,67.3,205.7,135498,98,NA,NA,158945000000,10908000000,51.2,114.2,57049000000,6.6,20.1,18.3,14485,25514000000,NA,7,11446000000,NA,364172500000,NA,NA,NA,NA,NA,NA,NA,21,305.7,68.2,81,61291000000,21480000000,9.7,84471,44.9,61321950000,452567.196563787,16434282600,275807050000,-319284832600,-319284832600,10865929900000,-10691516900000,21850350000,-0.0340618177388842,0.0604102767679368,272044484469.613,4565565078595.81,0.00442024430374405
2013,"manufactura.combustibles",11731000000,105007000000,1567955,310868000000,58,19631000000,5.3,33.8,18,21.6,53.7,116,66971,84,NA,NA,36569000000,46594000000,44.8,135.5,90888000000,10.7,23.1,27.6,21389,18622000000,NA,11.2,20977000000,NA,556537100000,NA,NA,NA,NA,NA,NA,NA,17.7,216,114.9,79.7,50792000000,28966000000,20,313220,112.6,48093206000,718119.872780756,10388132496,262774794000,-518832026496,-518832026496,1138598000000,-1118967000000,33392226000,-0.497366857110174,0.728703217901314,14255642408.0548,360606056820.771,0.0709509406033624
2013,"manufactura.maquinaria",3974000000,39421000000,625538,149940000000,75.3,100876000000,6,26.3,17.7,45.8,74.8,296,63020,48,NA,NA,58286000000,103663000000,15.3,115.9,25471000000,10.2,40.3,32,18148,14868000000,NA,10.1,10274000000,NA,236526000000,NA,NA,NA,NA,NA,NA,NA,37.7,396,205.3,86.9,10678000000,12606000000,26.1,163023,69.1,6425623000,101961.64709616,2942935334,143514377000,-233043312334,-233043312334,7595962800000,-7495086800000,14191560000,-0.0315574730902383,0.0504193243724153,58369194165.7611,2846416107045.61,0.0043186364946958
2013,"manufactura.minerales",4403000000,25648000000,766728,70938000000,40.6,7278000000,8.1,36.2,19.6,38.4,34,51.5,33451,28,NA,NA,11435000000,14306000000,10.5,149.2,48043000000,10.7,16.3,41.3,18212,7920000000,NA,17.2,7821000000,NA,207748800000,NA,NA,NA,NA,NA,NA,NA,30.9,151.5,117.9,80.1,3067000000,10582000000,30.5,233806,98.8,2949520000,88174.3445636902,1132615680,67988480000,-205931895680,-205931895680,295486800000,-288208800000,12464928000,-0.720827400134902,0.936995817342771,1208773464.12494,72560067762.9583,0.122712947547659
2013,"manufactura.nocat",821000000,6753000000,607287,19932000000,38.6,20861000000,8.3,33.9,17.5,41.4,42.3,73.3,11120,14,NA,NA,2699000000,3955000000,11.6,141,12035000000,8.9,15.4,37.4,15978,2310000000,NA,12.2,1853000000,NA,56049900000,NA,NA,NA,NA,NA,NA,NA,34.2,173.3,172.6,64.8,862000000,2528000000,27.4,166624,80.2,850878000,76517.8057553957,352263492,19081122000,-55551285492,-55551285492,805234600000,-784373600000,3362994000,-0.071458167383502,0.0937407377825046,3757848512.10916,203552078331.959,0.0119996437599644
2013,"manufactura.resto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"manufactura.subtotal",29352000000,298184000000,912157,900438000000,59.7,572772000000,4.8,33.1,18.4,29.3,58.8,142.5,326900,286,NA,NA,271960000000,180341000000,39.3,124.7,236235000000,9.2,22.3,25.8,16787,71339000000,NA,9.8,52698000000,NA,1431283200000,NA,NA,NA,NA,NA,NA,NA,23.9,242.5,116.1,81.4,127288000000,76792000000,17.7,161205,73.9,120168152000,367599.118996635,35209268536,780269848000,-1346324316536,-1346324316536,34194488400000,-33621716400000,85876992000,-0.0425702002530721,0.0657053935199686,535865728059.288,11875278515193.2,0.00614482431888484
2013,"manufactura.textiles",239000000,3879000000,230361,11631000000,74,7532000000,4.4,33.4,17.7,66,63.5,173.9,16840,14,NA,NA,4026000000,915000000,11.9,150.3,2750000000,4.4,11.9,16.2,9620,2106000000,NA,6.2,328000000,NA,17067600000,NA,NA,NA,NA,NA,NA,NA,54.3,273.9,104.9,77.5,599000000,629000000,8.5,19470,15.6,500391000,29714.4299287411,330258060,11130609000,-16897467060,-16897467060,557368000000,-549836000000,1024056000,-0.0310412559381343,0.051184257187352,6452336678.27086,217461571421.426,0.00279632654504339
2013,"minas",45585000000,91848000000,2371872,180004000000,22.6,236829000000,20.3,51,14.9,21.2,44.6,80.6,38724,41,NA,NA,28992000000,4669000000,1,87.7,131118000000,12.2,22,57,32912,16568000000,NA,49.6,28823000000,NA,1864514400000,NA,NA,NA,NA,NA,NA,NA,18,180.6,42.2,57.7,11801000000,52345000000,31.4,744308,174,1836960000,47437.2482181593,389435520,178167040000,-1863066875520,-1863066875520,5352335400000,-5115506400000,111870864000,-0.364482859409579,0.38171577878322,1020223793.84312,466753144362.897,0.0903053926806703
2013,"otras.comercio",3705000000,54613000000,363081,82379000000,69.8,87045000000,3.4,66.3,19,48.5,65.3,188.2,150415,39,NA,NA,17220000000,1197000000,30,115.8,30200000000,8.1,23.4,17.1,10963,21437000000,NA,6.8,7070000000,NA,185684200000,NA,NA,NA,NA,NA,NA,NA,39.3,288.2,128.3,92.4,16585000000,9316000000,12.9,47004,33,16930030000,112555.463218429,8211064550,65448970000,-176965234550,-176965234550,6075741000000,-5988696000000,11141052000,-0.0310057815591241,0.042685202438682,192363256606.205,1533294122102.82,0.0053638924559581
2013,"otras.comunicaciones",12876000000,56025000000,836436,120115000000,37.5,100676000000,13.5,46.6,20.3,30.2,48.2,93.1,66981,26,NA,NA,11000000,2333000000,20.3,96,52149000000,11.4,21.9,34.9,15509,13505000000,NA,23,11434000000,NA,756337500000,NA,NA,NA,NA,NA,NA,NA,24.1,193.1,52.2,81.2,12028000000,19550000000,20.4,170706,84.7,11933325000,178159.851301115,3603864150,108181675000,-748008039150,-748008039150,3775350000000,-3674674000000,45380250000,-0.205824380611722,0.229945048578278,15672719079.1115,470467512429.053,0.0367812731214567
2013,"otras.construccion",673000000,13819000000,431535,30747000000,67.6,28667000000,4.3,44.9,19,65.7,56.1,128,32024,23,NA,NA,46000000,225000000,10.6,155.2,12572000000,3.4,7.9,18.5,17646,7346000000,NA,4.9,987000000,NA,59421700000,NA,NA,NA,NA,NA,NA,NA,53.2,228,18.8,77.6,1470000000,2563000000,7.1,30835,13.4,1603004000,50056.3327504372,1053173628,29143996000,-58871869628,-58871869628,1937889200000,-1909222200000,3565302000,-0.0311235119725719,0.0462456107542165,22773482949.4921,630200261704.68,0.0039038043709075
2013,"otras.electricidad.gas.agua",18923000000,26134000000,581328,61203000000,18.1,187382000000,14.4,42.7,20.6,63.6,66.8,200.8,44956,35,NA,NA,68000000,3919000000,-23.4,97.3,62294000000,2.2,6.7,44.5,22610,13214000000,NA,72.4,4182000000,NA,376329600000,NA,NA,NA,NA,NA,NA,NA,50.6,300.8,17,27.8,3587000000,11628000000,16,93035,31.7,-5854016000,-130216.567310259,-3723154176,67057016000,-378460461824,-378460461824,3391614200000,-3204232200000,22579776000,-0.117447668118434,0.129632510037256,-28720836886.7499,517285486339.253,0.0227489520006132
2013,"otras.nocat",2209000000,25344000000,275786,48423000000,70.4,41976000000,2.4,52.3,18.5,70.4,52.5,110.4,91899,19,NA,NA,1000000,265000000,12.7,146.3,19952000000,6.2,13,14,12175,14545000000,NA,8.7,2596000000,NA,60825600000,NA,NA,NA,NA,NA,NA,NA,57.4,210.4,76.4,91.7,3210000000,3555000000,10.2,28248,17.8,3472128000,37781.9998041328,2444378112,44950872000,-59797850112,-59797850112,2955110400000,-2913134400000,3649536000,-0.0208797781523571,0.0366215929232289,66746908500.7918,1227441747119.85,0.00273917043199413
2013,"otras.resto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"otras.subtotal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"otras.transporte.almacenamiento",2592000000,19071000000,291732,44735000000,42.9,39979000000,6.2,42.6,17.7,88.8,71.5,250.6,65371,31,NA,NA,27000000,3010000000,-17.9,94,11403000000,6.6,23.3,21.9,16400,13937000000,NA,13.6,2658000000,NA,118240200000,NA,NA,NA,NA,NA,NA,NA,73.1,350.6,84.3,63.9,2583000000,4182000000,13.9,40658,19.1,-3222999000,-49303.1925471539,-2862023112,47957999000,-118601175888,-118601175888,1715099100000,-1675120100000,7094412000,-0.0705861030501634,0.0952342496640573,-30052456149.924,503579323291.503,0.0087012377135472
2013,"total",115914560477,585039405358,717415.828604474,1468043605804,45.2216480792379,1295324930481,7.96456833275446,39.7859371051656,18.4728748745815,35.9853366384045,56.8431597616953,131.712978632859,817270,500,NA,NA,318325362969.44,206731378022,24.1654631996469,115.880843218882,555923177422,8.58153561082093,19.8845317762727,31.0670494281751,16190.3150597239,171891633710,NA,20.3294139570008,110448179344,536507918429,4659586321327.83,883004200446,38884757370,NA,4858980217,NA,NA,37609524630,29.3378104279951,231.712978632859,61.6666900859188,68.6525270583665,178552000000,179929968129,19.1369420301988,137291.451235509,65.2296192218138,147227876258.801,180145.944741396,52980446897.303,1320815729545.2,-4565338891966.33,-4565338891966.33,58576728154475.1,-57281403223994.1,279575179279.67,-0.0813455337870636,0.102999649995122,514375018748.241,12823497260502.9,0.0132131934914337
2014,"k.ext.part.50.percent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"k.ext.part.50a98.9.percent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"k.ext.part.99a100.percent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"k.ext.subtotal",148834000000,622921000000,NA,1567005000000,NA,1239840000000,NA,NA,NA,NA,NA,NA,515632,320,NA,NA,340707000000,21854000000,NA,NA,562518000000,NA,NA,NA,NA,148998000000,NA,NA,139962000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200839000000,207152000000,NA,139962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"k.nac",34541000000,183657000000,NA,449765000000,NA,491159000000,NA,NA,NA,NA,NA,NA,307319,180,NA,NA,85761000000,35834000000,NA,NA,181094000000,NA,NA,NA,NA,78468000000,NA,NA,24228000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44033000000,47916000000,NA,24228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"k.no.privat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"k.privat.conce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"manufactura.alimentos",10946000000,169609000000,1216545,466510000000,60.6,232736000000,2.6,36.4,18.8,25,66.9,201.8,139419,99,NA,NA,222831000000,15864000000,51.1,112.2,77117000000,9.5,28.6,20.6,19016,34465000000,NA,6.5,22051000000,NA,440983400000,NA,NA,NA,NA,NA,NA,NA,20.3,301.8,139.7,80.7,88144000000,34945000000,13,158161,64,88366289000,633818.123785137,22091572250,378143711000,-374708683250,-374708683250,14103801600000,-13871065600000,26459004000,-0.0317916022255709,0.0596448182630419,370385439898.117,6339925613191.3,0.00518720391283442
2014,"manufactura.combustibles",20585000000,156136000000,2263405,453394000000,57.5,26587000000,4.4,34.4,18.4,19.1,55.7,125.5,68983,85,NA,NA,50369000000,65060000000,43.9,131.1,117897000000,14.2,32,32,27121,24322000000,NA,13.2,37701000000,NA,686998400000,NA,NA,NA,NA,NA,NA,NA,15.6,225.5,119.7,78.8,74215000000,49979000000,24.1,546520,155,70105064000,1016265.80461853,13390067224,383288936000,-630283403224,-630283403224,1528752500000,-1502165500000,41219904000,-0.457338688713061,0.708863863329087,18889476409.6385,540708810010.336,0.0831848981886924
2014,"manufactura.maquinaria",8982000000,39830000000,678968,169827000000,68.1,135882000000,6.3,23.5,17.9,53.6,72.8,267.8,58662,46,NA,NA,73253000000,106813000000,13.7,107.9,36948000000,4.7,17.2,22,22977,17523000000,NA,22.5,6362000000,NA,250929000000,NA,NA,NA,NA,NA,NA,NA,44,367.8,49.8,86.7,11333000000,8753000000,16,108449,36.3,5855010000,99809.2461900378,3138285360,163971990000,-248212275360,-248212275360,9253564200000,-9117682200000,15055740000,-0.0275211390894936,0.0451760279957857,69467934637.6525,3629623879622.54,0.00235666458376436
2014,"manufactura.minerales",5523000000,37919000000,1108633,101123000000,44.4,9067000000,6.2,37.5,20.2,35.3,35.1,54.1,34203,29,NA,NA,15400000000,20458000000,9.6,150,58832000000,15.4,23.7,47.6,24024,10682000000,NA,14.6,13941000000,NA,235097800000,NA,NA,NA,NA,NA,NA,NA,28.2,154.1,154.9,84.2,4224000000,18048000000,36.8,407593,130.5,4019414000,117516.416688595,1418853142,97103586000,-232497239142,-232497239142,402574800000,-393507800000,14105868000,-0.597441270541524,0.828716151984675,1712109916.76947,117173516851.878,0.135707926521138
2014,"manufactura.nocat",1311000000,10223000000,931309,28623000000,39.1,26884000000,7.1,35.7,17.8,36.8,43.7,77.5,10977,14,NA,NA,3700000000,5274000000,11.5,138.4,15144000000,12.4,22,43.7,21696,3096000000,NA,12.8,3336000000,NA,72583300000,NA,NA,NA,NA,NA,NA,NA,30.3,177.5,205.5,64.7,128000000,4464000000,32.6,303876,107.7,1277875000,116413.865354833,470258000,27345125000,-71775683000,-71775683000,1051164400000,-1024280400000,4354998000,-0.0708627246992132,0.0955118752119079,4923555306.15078,286300786570.577,0.0151025440474349
2014,"manufactura.resto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"manufactura.subtotal",47879000000,418911000000,1273414,1236625000000,58.3,762386000000,4.1,33.9,18.6,27.2,59.3,145.9,328967,287,NA,NA,372974000000,214943000000,39.7,120.8,310010000000,11,27.1,28,21698,92795000000,NA,11.4,83951000000,NA,1717535100000,NA,NA,NA,NA,NA,NA,NA,22.2,245.9,117,81.3,180052000000,117146000000,20,255197,90.5,170496777000,518279.271173096,46375123344,1066128223000,-1593413446344,-1593413446344,44447103800000,-43684717800000,103052106000,-0.0393166119983497,0.0636720551934815,728343434228.392,16744052312436.5,0.0066653209057337
2014,"manufactura.textiles",533000000,5194000000,310601,17148000000,69.5,10345000000,3.4,30.3,17.9,63.5,60.7,154.1,16723,14,NA,NA,7421000000,1475000000,13.4,132.5,4070000000,5.4,13.8,18.4,12456,2708000000,NA,10.3,562000000,NA,17659600000,NA,NA,NA,NA,NA,NA,NA,52.1,254.1,73.2,86.5,857000000,957000000,10.8,33596,20.7,747936000,44724.9895353705,474939360,16400064000,-17386603360,-17386603360,718977500000,-708632500000,1059576000,-0.0249206746797529,0.0480329403354069,9887784438.83654,341433688745.282,0.00271581006474605
2014,"minas",76571000000,133899000000,3029180,275988000000,19.4,341019000000,20.3,48.5,15,21.8,43.9,78.2,44203,41,NA,NA,40307000000,8235000000,1,79.6,191387000000,12.3,22,56.1,43207,24828000000,NA,57.2,42036000000,NA,2718149700000,NA,NA,NA,NA,NA,NA,NA,18.5,178.2,33.8,55.7,14847000000,75111000000,31,950972,169.3,2677980000,60583.6707915752,583799640,273310020000,-2716055519640,-2716055519640,6615768600000,-6274749600000,163088982000,-0.433188553053974,0.452259397289077,1290851320.05968,604321373172.716,0.0977115677269408
2014,"otras.comercio",5343000000,73380000000,489179,110369000000,73.3,112612000000,3,66.5,19.4,49.3,68.7,219.6,150006,40,NA,NA,13010000000,15109000000,27.5,113.6,35234000000,8.4,26.9,18.9,14958,29169000000,NA,7.3,9465000000,NA,220140000000,NA,NA,NA,NA,NA,NA,NA,39.8,319.6,110.4,93.9,20353000000,13905000000,12.9,63096,32.4,20913300000,139416.423343066,10310256900,89455700000,-209536956900,-209536956900,8254459600000,-8141847600000,13208400000,-0.0270380889959178,0.0387555300288828,266033180098.846,2308204788667.13,0.00537402443113504
2014,"otras.comunicaciones",20940000000,72790000000,1095106,154552000000,36.9,132866000000,12.6,47.1,20.3,30.9,47.4,90.1,66468,26,NA,NA,9000000,4039000000,20.1,96.5,69903000000,15.3,29.1,35,20707,17893000000,NA,28.8,20313000000,NA,917154000000,NA,NA,NA,NA,NA,NA,NA,24.6,190.1,58.9,80.7,15605000000,25502000000,27.9,305600,113.5,15358690000,231068.935427574,4745835210,139193310000,-906541145210,-906541145210,4902755400000,-4769889400000,55029240000,-0.192279930012633,0.216427918310997,21928017637.6342,643139346745.393,0.0354146927575779
2014,"otras.construccion",544000000,15662000000,546132,35086000000,66.8,35510000000,3.6,44.6,20.4,64.9,56.8,131.4,28678,22,NA,NA,78000000,337000000,10.5,150.6,15348000000,5.3,12.3,20,21682,8083000000,NA,3.5,1892000000,NA,56383200000,NA,NA,NA,NA,NA,NA,NA,51.6,231.4,208.3,78.2,1648000000,3130000000,12.1,65965,23.4,1801130000,62805.2862821675,1168933370,33284870000,-55751003370,-55751003370,2372068000000,-2336558000000,3382992000,-0.0241308796956891,0.0382944348011946,30524888957.5865,869182954985.451,0.00346587505423145
